"sentence"	"wordid"
"The building is substantially shaped by climatic considerations with the intention to <expose> the interiors towards the sky and nature."	"expose_vrb"
"In mammals, the olfactory part of the brain is covered by neopallium, making it difficult to <expose>."	"expose_vrb"
"For me, half the album is about being able to <expose> that."	"expose_vrb"
"He risks his career and his life to <expose> the truth."	"expose_vrb"
"Published in 1906, it is an <expose> of the horrific working conditions of child laborers."	"expose_nou"
"The group also held press conferences to <expose> Soviet forgeries and distributed copies of the fake documents to attending journalists."	"expose_vrb"
"Ravikant meets Arya and Arya informs that he has the recordings of Neena's meeting which will <expose> Ravikant."	"expose_vrb"
"One way of doing so was to avoid foreign publicity in order to <expose> problems."	"expose_vrb"
"In cleavage, the magnesium ions activate oxygen from water molecules and <expose> them to nucleophilic attack."	"expose_vrb"
"Some programming language implementations <expose> their debugging functions for use by other programs."	"expose_vrb"
"But one of the jealous relatives of Chandra (Cochin Haneefa) manages to <expose> Appukkuttan before everyone."	"expose_vrb"
"The <expose> was based on three-month investigation."	"expose_nou"
"It can either completely hide the relational nature of the underlying database or <expose> some of the details as required."	"expose_vrb"
"These individuals <expose> themselves to great danger in order to protect the cowboy."	"expose_vrb"
"After Ralph and Stahl <expose> their plans to hypnotize the TV viewers, they are fired by the Ferret Network's CEO."	"expose_vrb"
"An American journalist works to <expose> a criminal gang in London."	"expose_vrb"
"Pluto notices the strange figure, but he does not get a chance to <expose> him to Mickey."	"expose_vrb"
"He ignored the challenge, after which the challenger threatened to <expose> him as a coward."	"expose_vrb"
"Radack is the director of National Security & Human Rights at <Expose> Facts."	"expose_vrb"
"When this subsided he helped <expose> Titus Oates, and with the Revolution of 1688, he veered towards the Whig party."	"expose_vrb"
"Its stated goal is to investigate and <expose> crimes against wildlife and the environment."	"expose_vrb"
"There should be agencies with the legal power to <expose> and punish governmental institutions for corruption or other unlawful actions."	"expose_vrb"
"She wants to be able to uncover and <expose> more illegal activities that are taking place globally."	"expose_vrb"
"To record on film, DeForest tried using a standard light bulb to <expose> amplified sound onto film."	"expose_vrb"
"For example, 28/97, in RMP 31, and RMP 23 <expose> Ahmes' LCM multiplication method."	"expose_vrb"
"Indian techies in S Korea <expose> fat salary lie."	"expose_vrb"
"Sheila sent her mother to her farmhouse in Michigan before Molly could <expose> her."	"expose_vrb"
"To <expose> the brand he gave T-shirts to the musician Cornelius who wore them when performing."	"expose_vrb"
"Before Celia departed for her family's home in Greece, Martha threatened to <expose> her should she ever return to Gotham."	"expose_vrb"
"Ching gets a job at another jewelry company, and collaborates with Lung to <expose> Yuen's wrongdoings."	"expose_vrb"
"Defeated when the Confessor sacrificed his life to <expose> their plan."	"expose_vrb"
"Internet, Wi-Max connectivity to <expose> students of the Vidyalaya to the global activities."	"expose_vrb"
"This act can <expose> the consumer to toxic substances and parasites found in the ingested earth."	"expose_vrb"
"Exposures of the Shinumo Quartzite, and Dox Formation <expose> several basaltic dikes."	"expose_vrb"
"Booth's Guardian article noted that in response to the <expose>, ""Roux said."	"expose_nou"
"The player then receives a third card, and must immediately <expose> another card in his/her hand."	"expose_vrb"
"British forces placed there would <expose> the colonial forces in Boston to attack from the rear."	"expose_vrb"
"Realizing that these documents would <expose> his cover-up attempt, Fairey chose to come clean to his attorney."	"expose_vrb"
"He would later say that he had remained silent until then to <expose> flaws in the German justice system."	"expose_vrb"
"We feel vindicated with our efforts to <expose> these groups and reveal their great destruction."	"expose_vrb"
"He was <expose> the villain and restore peace forms the rest of the point."	"expose_vrb"
"Many of Meg Cabot's books also try to <expose> the problems of conformity to achieve acceptance and popularity."	"expose_vrb"
"This motivated Orwell to <expose> and strongly condemn what he saw as the Stalinist corruption of the original socialist ideals."	"expose_vrb"
"The trunk is cut open to <expose> the cavity, and the comb is carefully removed and strapped into standard frames."	"expose_vrb"
"Peter watches shocked as Claire jumps from the top of the Ferris Wheel to <expose> her power to the world."	"expose_vrb"
"The player is dealt two cards (as in traditional five-card stud), and that he/she must <expose> one of them."	"expose_vrb"
"Nicholas becomes even more determined to <expose> Hunter, convinced that he will win a Pulitzer if successful."	"expose_vrb"
"These relationship objects <expose> the other item via a property."	"expose_vrb"
"Explorers, who like to discover all areas within the game, including hidden areas and glitches, and <expose> all game mechanics."	"expose_vrb"
"Kings wear long robes that <expose> their feet."	"expose_vrb"
"An <expose> of Ricord ""The Hunt for Andre"" was published in Reader's Digest May 1973 pp."	"expose_nou"
"Community Radio IndiaBBC 'Radio raids' <expose> India's corrupt 29 September 2005."	"expose_vrb"
"Trotsky intended to use the forum to <expose> the NKVD's activities against him and his followers."	"expose_vrb"
"Among the complaints were that the loosening of investment protections would <expose> small and inexperienced investors to fraud."	"expose_vrb"
"There have been also attempts to <expose> problems of voting system by proofs of concept."	"expose_vrb"
"Then he proceeded to <expose> the appendix."	"expose_vrb"
"Rahim's letters <expose> his incredible awareness of American pop culture, including a criticism of Lebron James."	"expose_vrb"
"For example, the attacker's arm could be grabbed and pulled downward to <expose> their head to a knee strike."	"expose_vrb"
"The radioactive second-dimension gel is then allowed to <expose> a large sheet of film."	"expose_vrb"
"In 2010 Ben-Menashe helped <expose> questionable dealing by Arthur Porter, which led to Porter's resignations."	"expose_vrb"
"Jacob Riis was only the first in to <expose> the conditions that the impoverished lived in using photographs."	"expose_vrb"
"The oranges then go through roller conveyors, which <expose> all sides of the fruit."	"expose_vrb"
"Elia's brother Oberyn Martell is named Tyrion's champion for his own agenda to <expose> Gregor as a murderer."	"expose_vrb"
"They uncovered other suspicious deaths of officials who attempted to <expose> the ZNA's involvement in elephant and rhino poaching."	"expose_vrb"
"Put simply, classes inside ArcObjects use only COM interfaces to <expose> their public members and communicate with each other."	"expose_vrb"
"Do not <expose> to air or light unnecessarily."	"expose_vrb"
"We use the story to <expose> the mechanics, and we use the mechanics to tell the story, said Dan Houser."	"expose_vrb"
"The event's purpose was to <expose> Classical Organ Students to the world of theatre organ."	"expose_vrb"
"Ducane must decide whether or not to <expose> Biranne when he makes his report to Octavian."	"expose_vrb"
"It will reveal secrets and <expose> truths surrounded by silence."	"expose_vrb"
"Kit warns that he would <expose> the asylum's secrets if those results don't occur."	"expose_vrb"
"It can also be used to <extract> sperm for intracytoplasmic sperm injection (ICSI)."	"extract_vrb"
"This brine is usually re-injected into the ground, but some experiments have been made to <extract> minerals before re-injection."	"extract_vrb"
"Catabolism is the metabolic reaction which cells undergo to <extract> energy."	"extract_vrb"
"Ice merchants <extract> the blocks with an axe by hand and transport them down from the mountains atop mules."	"extract_vrb"
"These are used to <extract> moisture from that depth during the long dry summers."	"extract_vrb"
"Here is an <extract> of the interview, which took place in the end of the video."	"extract_nou"
"Mariah kills him and his companion, Orrin, to make sure that Wallace doesn't <extract> any valuable information from him."	"extract_vrb"
"An <extract> from the poem is at the head of Rudyard Kipling's short story, At the Pit's Mouth."	"extract_nou"
"Dry blowing is a method to <extract> gold particles from dry soil without the use of water."	"extract_vrb"
